4.029 0.350002 0.400002 0.450002 0.450002 
4.108 0.400002 0.550002 0.500002 0.550002 
4.187 0.550002 0.650002 0.650002 0.700002 
4.266 0.700002 0.800002 0.800002 0.800002 
4.345 0.850002 1 0.900002 0.950002 
4.424 1 1.1 1.05 1.05 
4.503 1.15 1.2 1.2 1.2 
4.582 1.25 1.35 1.3 1.25 
4.661 1.35 1.35 1.35 1.35 
4.74 1.4 1.45 1.4 1.45 
4.819 1.45 1.5 1.5 1.5 
4.898 1.55 1.55 1.55 1.5 
4.977 1.55 1.6 1.6 1.55 
5.056 1.6 1.6 1.6 1.6 
5.135 1.6 1.65 1.6 1.6 
5.214 1.6 1.65 1.65 1.6 
5.293 1.65 1.65 1.65 1.65 
5.372 1.65 1.65 1.65 1.65 
5.451 1.65 1.7 1.7 1.65 
5.53 1.65 1.7 1.7 1.7 
5.609 1.7 1.7 1.7 1.7 
5.688 1.7 1.7 1.7 1.7 
5.767 1.7 1.75 1.7 1.7 
5.846 1.7 1.75 1.7 1.7 
5.925 1.7 1.75 1.7 1.7 
6.004 1.7 1.75 1.7 1.7 
6.083 1.7 1.75 1.7 1.7 
6.162 1.7 1.7 1.7 1.7 
6.241 1.7 1.75 1.7 1.7 
6.32 1.7 1.7 1.7 1.7 
6.399 1.7 1.7 1.7 1.7 
6.478 1.65 1.7 1.7 1.65 
6.557 1.65 1.65 1.65 1.6 
6.636 1.65 1.65 1.65 1.6 
6.715 1.6 1.6 1.6 1.6 
6.794 1.55 1.6 1.6 1.55 
6.873 1.55 1.55 1.55 1.55 
6.952 1.5 1.5 1.55 1.5 
7.031 1.5 1.5 1.5 1.5 
7.11 1.45 1.5 1.5 1.45 
7.189 1.45 1.45 1.45 1.45 
7.268 1.4 1.45 1.45 1.4 
7.347 1.4 1.4 1.4 1.4 
7.426 1.4 1.4 1.4 1.4 
7.505 1.4 1.4 1.4 1.4 
7.584 1.4 1.4 1.4 1.4 
7.663 1.35 1.4 1.4 1.4 
7.742 1.4 1.4 1.4 1.45 
7.821 1.4 1.4 1.4 1.45 
7.9 1.4 1.4 1.4 1.45 
7.979 1.4 1.45 1.4 1.5 
8.058 1.45 1.45 1.45 1.5 
8.137 1.45 1.5 1.45 1.55 
8.216 1.5 1.55 1.5 1.6 
8.295 1.55 1.6 1.55 1.65 
8.374 1.6 1.6 1.6 1.65 
8.453 1.65 1.65 1.65 1.7 
8.532 1.7 1.7 1.65 1.75 
8.611 1.7 1.75 1.7 1.8 
8.69 1.7 1.8 1.75 1.8 
8.769 1.75 1.8 1.8 1.9 
8.84801 1.75 1.8 1.8 1.95 
8.92701 1.8 1.85 1.85 1.95 
9.00601 1.8 1.85 1.85 2 
9.08501 1.85 1.9 1.9 2.05 
9.16401 1.85 1.9 1.9 2.05 
9.24301 1.9 1.9 1.95 2.05 
9.32201 1.9 1.9 1.95 2.1 
9.40101 1.9 1.95 1.95 2.15 
9.48001 1.95 1.95 2 2.15 
9.55901 1.95 1.95 2 2.2 
9.63801 1.95 1.95 2 2.2 
9.71701 1.95 1.95 2 2.2 
9.79601 1.95 1.95 2 2.25 
9.87501 1.95 1.95 2 2.25 
9.95401 1.95 1.9 2 2.25 
10.033 1.95 1.9 2 2.3 
10.112 1.95 1.9 2 2.3 
10.191 1.95 1.9 2 2.3 
10.27 1.95 1.9 2 2.3 
10.349 1.95 1.9 2 2.3 
10.428 1.9 1.9 2 2.3 
10.507 1.9 1.9 2 2.3 
10.586 1.9 1.85 2 2.3 
10.665 1.9 1.85 1.95 2.3 
10.744 1.9 1.85 1.95 2.3 
10.823 1.9 1.85 1.95 2.3 
10.902 1.9 1.85 1.95 2.3 
10.981 1.9 1.85 1.95 2.3 
11.06 1.9 1.8 1.95 2.3 
11.139 1.9 1.8 1.95 2.25 
11.218 1.85 1.8 1.95 2.25 
11.297 1.85 1.8 1.95 2.25 
11.376 1.85 1.8 1.95 2.25 
11.455 1.85 1.8 1.95 2.25 
11.534 1.85 1.8 1.95 2.25 
11.613 1.85 1.75 1.95 2.25 
11.692 1.85 1.75 1.95 2.25 
11.771 1.8 1.75 1.95 2.25 
11.85 1.8 1.75 1.95 2.2 
11.929 1.8 1.7 1.95 2.2 
12.008 1.8 1.7 1.95 2.2 
12.087 1.8 1.7 1.9 2.2 
12.166 1.8 1.7 1.9 2.2 
12.245 1.8 1.7 1.9 2.2 
12.324 1.8 1.7 1.9 2.2 
12.403 1.8 1.65 1.9 2.2 
12.482 1.8 1.65 1.9 2.2 
12.561 1.8 1.7 1.9 2.2 
12.64 1.8 1.7 1.9 2.2 
12.719 1.8 1.7 1.9 2.2 
12.798 1.8 1.7 1.9 2.2 
12.877 1.85 1.7 1.9 2.2 
12.956 1.85 1.7 1.9 2.2 
13.035 1.85 1.75 1.9 2.2 
13.114 1.85 1.75 1.9 2.2 
13.193 1.85 1.75 1.95 2.2 
13.272 1.85 1.8 1.95 2.2 
13.351 1.9 1.8 1.95 2.2 
13.43 1.9 1.8 2 2.2 
13.509 1.9 1.85 2 2.2 
13.588 1.9 1.85 2 2.2 
13.667 1.95 1.85 2.05 2.2 
13.746 1.95 1.9 2.05 2.2 
13.825 1.95 1.9 2.05 2.2 
